Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
10463,568637,568637,10000,2025-09-14,1
10464,72484,72484,10000,2025-09-14,1
10465,779085,779085,10000,2025-02-27,1
10466,171127,171127,10000,2025-06-28,1
10467,155726,155726,10000,2025-07-28,1
10468,579315,579315,10000,2025-09-28,1
10469,830808,830808,10000,2025-03-28,1
10470,218880,218880,10000,2025-05-21,1
10471,950853,950853,10000,2025-10-21,1
10472,930571,930571,10000,2025-06-21,1
10473,327583,327583,10000,2025-05-28,1
10474,161935,161935,10000,2025-01-20,1
10475,582408,582408,10000,2025-06-14,1
10476,715473,715473,10000,2025-03-28,1
10477,316701,316701,10000,2025-11-14,1
10478,906971,906971,10000,2025-11-21,1
10479,178949,178949,10000,2025-05-07,1
10480,388571,388571,10000,2025-09-07,1
10481,788035,788035,10000,2025-03-21,1
10482,849778,849778,10000,2025-07-21,1
10483,859628,859628,10000,2025-03-21,1
10484,703178,703178,10000,2025-11-14,1
10485,458109,458109,10000,2025-11-14,1
10486,770560,770560,10000,2025-04-28,1
10487,780045,780045,10000,2025-01-20,1
10488,606135,606135,10000,2025-04-14,1
10489,791723,791723,10000,2025-02-13,1
10490,927398,927398,10000,2025-08-21,1
10491,208353,208353,10000,2025-10-14,1
10492,435417,435417,10000,2025-10-14,1
10493,215872,215872,10000,2025-12-07,1
10494,973508,973508,10000,2025-08-14,1
10495,528025,528025,10000,2025-05-14,1
10496,167867,167867,10000,2025-12-14,1
10497,434928,434928,10000,2025-04-14,1
10498,639103,639103,10000,2025-07-07,1
10499,843818,843818,10000,2025-04-21,1
10500,760569,760569,10000,2025-03-28,1
10501,568961,568961,10000,2025-07-21,1
10502,586592,586592,10000,2025-10-07,1
10503,787039,787039,10000,2025-01-27,1
10504,891795,891795,10000,2025-11-07,1
10505,922643,922643,10000,2025-01-20,1
10506,363635,363635,10000,2025-11-07,1
10507,249636,249636,10000,2025-11-07,1
10508,680808,680808,10000,2025-04-07,1
10509,736454,736454,10000,2025-07-07,1
10510,249925,249925,10000,2025-01-06,1
10511,237305,237305,10000,2025-09-28,1
10512,588261,588261,10000,2025-05-21,1
10513,699711,699711,10000,2025-05-07,1
10514,690397,690397,10000,2025-08-14,1
10515,384388,384388,10000,2025-04-21,1
10516,704677,704677,10000,2025-10-14,1
10517,600165,600165,10000,2025-01-20,1
10518,592157,592157,10000,2025-07-14,1
10519,78024,78024,10000,2025-12-28,1
10520,214914,214914,10000,2025-12-07,1
10521,804116,804116,10000,2025-06-28,1
10522,883119,883119,10000,2025-02-20,1
10523,377895,377895,10000,2025-09-14,1
10524,135839,135839,10000,2025-02-20,1
10525,763285,763285,10000,2025-07-14,1
10526,693007,693007,10000,2025-06-21,1
10527,84568,84568,10000,2025-07-21,1
10528,158165,158165,10000,2025-10-14,1
10529,908619,908619,10000,2025-12-21,1
10530,517316,517316,10000,2025-07-28,1
10531,299142,299142,10000,2025-10-07,1
10532,32513,32513,10000,2025-01-06,1
10533,635176,635176,10000,2025-10-14,1
10534,390050,390050,10000,2025-08-28,1
10535,353023,353023,10000,2025-11-28,1
10536,287360,287360,10000,2025-05-14,1
10537,694780,694780,10000,2025-07-21,1
10538,776410,776410,10000,2025-05-28,1
10539,726954,726954,10000,2025-10-21,1
10540,532858,532858,10000,2025-08-21,1
10541,451187,451187,10000,2025-08-14,1
10542,861662,861662,10000,2025-04-28,1
10543,435567,435567,10000,2025-06-28,1
10544,486818,486818,10000,2025-10-21,1
10545,504499,504499,10000,2025-10-14,1
10546,622770,622770,10000,2025-04-07,1
10547,397073,397073,10000,2025-08-21,1
10548,773243,773243,10000,2025-05-21,1
10549,409509,409509,10000,2025-01-06,1
10550,40655,40655,10000,2025-03-21,1
10551,583859,583859,10000,2025-05-28,1
10552,879351,879351,10000,2025-11-14,1
10553,469608,469608,10000,2025-07-28,1
10554,169132,169132,10000,2025-05-21,1
10555,148731,148731,10000,2025-11-07,1
10556,704789,704789,10000,2025-05-07,1
10557,417682,417682,10000,2025-01-13,1
10558,670101,670101,10000,2025-04-14,1
10559,119673,119673,10000,2025-07-28,1
10560,541445,541445,10000,2025-09-14,1
10561,39629,39629,10000,2025-07-21,1
10562,782689,782689,10000,2025-03-07,1
10563,127193,127193,10000,2025-10-21,1
10564,595196,595196,10000,2025-01-06,1
10565,363338,363338,10000,2025-10-07,1
10566,721780,721780,10000,2025-11-21,1
10567,427553,427553,10000,2025-08-14,1
10568,648559,648559,10000,2025-08-14,1
10569,219850,219850,10000,2025-08-28,1
10570,135290,135290,10000,2025-03-28,1
10571,31696,31696,10000,2025-10-28,1
10572,237985,237985,10000,2025-11-21,1
10573,437150,437150,10000,2025-06-14,1
10574,781748,781748,10000,2025-05-07,1
10575,508313,508313,10000,2025-03-28,1
10576,589927,589927,10000,2025-04-07,1
10577,694849,694849,10000,2025-03-07,1
10578,607054,607054,10000,2025-11-14,1
10579,610958,610958,10000,2025-08-21,1
10580,90146,90146,10000,2025-09-14,1
10581,516039,516039,10000,2025-07-14,1
10582,903800,903800,10000,2025-07-14,1
10583,983771,983771,10000,2025-06-14,1
10584,147635,147635,10000,2025-09-07,1
10585,812081,812081,10000,2025-07-21,1
10586,58380,58380,10000,2025-11-07,1
10587,903684,903684,10000,2025-06-07,1
10588,810442,810442,10000,2025-05-14,1
10589,355846,355846,10000,2025-12-07,1
10590,432355,432355,10000,2025-06-28,1
10591,824433,824433,10000,2025-07-14,1
10592,262887,262887,10000,2025-03-21,1
10593,73447,73447,10000,2025-09-21,1
10594,670294,670294,10000,2025-02-20,1
10595,627,627,10000,2025-08-21,1
10596,708844,708844,10000,2025-09-14,1
10597,873842,873842,10000,2025-11-14,1
10598,799946,799946,10000,2025-07-07,1
10599,460478,460478,10000,2025-08-14,1
10600,580915,580915,10000,2025-02-06,1
10601,769581,769581,10000,2025-03-28,1
10602,150936,150936,10000,2025-04-14,1
10603,618813,618813,10000,2025-05-14,1
10604,807481,807481,10000,2025-03-07,1
10605,927474,927474,10000,2025-01-13,1
10606,530902,530902,10000,2025-06-21,1
10607,371900,371900,10000,2025-03-14,1
10608,619852,619852,10000,2025-09-21,1
10609,573782,573782,10000,2025-11-14,1
10610,578253,578253,10000,2025-01-13,1
10611,226420,226420,10000,2025-02-20,1
10612,371704,371704,10000,2025-08-07,1
10613,596079,596079,10000,2025-09-07,1
10614,900568,900568,10000,2025-11-14,1
10615,477632,477632,10000,2025-06-28,1
10616,503911,503911,10000,2025-12-07,1
10617,455369,455369,10000,2025-08-28,1
10618,43664,43664,10000,2025-05-07,1
10619,66948,66948,10000,2025-02-20,1
10620,33730,33730,10000,2025-09-21,1
10621,694281,694281,10000,2025-03-07,1
10622,933598,933598,10000,2025-06-28,1
10623,442835,442835,10000,2025-12-07,1
10624,725050,725050,10000,2025-11-14,1
10625,964794,964794,10000,2025-08-14,1
10626,162911,162911,10000,2025-04-07,1
10627,731991,731991,10000,2025-11-21,1
10628,457108,457108,10000,2025-02-20,1
10629,887725,887725,10000,2025-03-14,1
10630,935449,935449,10000,2025-01-27,1
10631,483385,483385,10000,2025-06-21,1
10632,216685,216685,10000,2025-05-07,1
10633,980794,980794,10000,2025-10-07,1
10634,40614,40614,10000,2025-02-27,1
10635,413639,413639,10000,2025-03-07,1
10636,353921,353921,10000,2025-05-07,1
10637,632466,632466,10000,2025-11-21,1
10638,802289,802289,10000,2025-02-20,1
10639,440441,440441,10000,2025-01-20,1
10640,750820,750820,10000,2025-09-14,1
10641,912537,912537,10000,2025-02-13,1
10642,209895,209895,10000,2025-01-27,1
10643,208708,208708,10000,2025-10-28,1
10644,774329,774329,10000,2025-04-21,1
10645,54498,54498,10000,2025-09-14,1
10646,244411,244411,10000,2025-03-14,1
10647,178274,178274,10000,2025-03-14,1
10648,381354,381354,10000,2025-04-07,1
10649,741305,741305,10000,2025-11-07,1
10650,978360,978360,10000,2025-02-13,1
10651,606975,606975,10000,2025-11-14,1
10652,736631,736631,10000,2025-01-20,1
10653,126922,126922,10000,2025-08-14,1
10654,233305,233305,10000,2025-04-28,1
10655,13786,13786,10000,2025-11-14,1
10656,488686,488686,10000,2025-07-07,1
10657,47702,47702,10000,2025-05-28,1
10658,99663,99663,10000,2025-07-28,1
10659,687552,687552,10000,2025-10-14,1
10660,912401,912401,10000,2025-05-28,1
10661,749454,749454,10000,2025-10-21,1
10662,324561,324561,10000,2025-04-14,1
10663,570303,570303,10000,2025-05-28,1
10664,643611,643611,10000,2025-06-21,1
10665,757031,757031,10000,2025-05-21,1
10666,265825,265825,10000,2025-08-21,1
10667,213825,213825,10000,2025-02-27,1
10668,736217,736217,10000,2025-12-07,1
10669,348782,348782,10000,2025-03-14,1
10670,251211,251211,10000,2025-09-28,1
10671,908843,908843,10000,2025-04-28,1
10672,435666,435666,10000,2025-03-14,1
10673,80073,80073,10000,2025-12-14,1
10674,107664,107664,10000,2025-11-07,1
10675,582051,582051,10000,2025-05-28,1
10676,711243,711243,10000,2025-11-21,1
10677,870324,870324,10000,2025-10-07,1
10678,961250,961250,10000,2025-10-28,1
10679,303448,303448,10000,2025-02-13,1
10680,826268,826268,10000,2025-10-28,1
10681,730857,730857,10000,2025-06-07,1
10682,320991,320991,10000,2025-10-28,1
10683,867491,867491,10000,2025-07-21,1
10684,776891,776891,10000,2025-11-14,1
10685,965030,965030,10000,2025-02-06,1
10686,112488,112488,10000,2025-06-07,1
10687,728752,728752,10000,2025-12-21,1
10688,908998,908998,10000,2025-10-21,1
10689,561183,561183,10000,2025-09-07,1
10690,900120,900120,10000,2025-11-21,1
10691,349676,349676,10000,2025-07-21,1
10692,198762,198762,10000,2025-11-21,1
10693,91309,91309,10000,2025-09-14,1
10694,939776,939776,10000,2025-01-20,1
10695,664954,664954,10000,2025-08-07,1
10696,605521,605521,10000,2025-07-28,1
10697,181378,181378,10000,2025-02-20,1
10698,94685,94685,10000,2025-04-21,1
10699,295662,295662,10000,2025-01-06,1
10700,476900,476900,10000,2025-09-21,1
10701,402362,402362,10000,2025-11-14,1
10702,63648,63648,10000,2025-12-28,1
10703,12636,12636,10000,2025-07-14,1
10704,98398,98398,10000,2025-10-21,1
10705,620646,620646,10000,2025-09-28,1
10706,54121,54121,10000,2025-06-28,1
10707,693511,693511,10000,2025-11-14,1
10708,139797,139797,10000,2025-01-06,1
10709,116505,116505,10000,2025-10-28,1
10710,113957,113957,10000,2025-12-14,1
10711,214011,214011,10000,2025-01-27,1
10712,505311,505311,10000,2025-02-06,1
10713,80437,80437,10000,2025-05-07,1
10714,226105,226105,10000,2025-03-21,1
10715,626748,626748,10000,2025-08-07,1
10716,142522,142522,10000,2025-07-14,1
10717,15125,15125,10000,2025-02-06,1
10718,519311,519311,10000,2025-05-14,1
10719,603529,603529,10000,2025-06-28,1
10720,571796,571796,10000,2025-09-21,1
10721,620541,620541,10000,2025-09-14,1
10722,216202,216202,10000,2025-08-07,1
10723,848454,848454,10000,2025-10-07,1
10724,716214,716214,10000,2025-09-14,1
10725,287960,287960,10000,2025-05-07,1
10726,181813,181813,10000,2025-05-28,1
10727,532894,532894,10000,2025-06-14,1
10728,11604,11604,10000,2025-12-28,1
10729,144268,144268,10000,2025-08-28,1
10730,26496,26496,10000,2025-07-28,1
10731,517527,517527,10000,2025-04-21,1
10732,798990,798990,10000,2025-07-28,1
10733,632085,632085,10000,2025-07-14,1
10734,152730,152730,10000,2025-01-27,1
10735,602508,602508,10000,2025-06-21,1
10736,101629,101629,10000,2025-10-07,1
10737,202498,202498,10000,2025-02-13,1
10738,231553,231553,10000,2025-07-14,1
10739,338321,338321,10000,2025-01-06,1
10740,493023,493023,10000,2025-10-21,1
10741,133807,133807,10000,2025-04-14,1
10742,290572,290572,10000,2025-01-06,1
10743,297400,297400,10000,2025-06-28,1
10744,35807,35807,10000,2025-03-07,1
10745,743560,743560,10000,2025-02-27,1
10746,827692,827692,10000,2025-12-21,1
10747,860270,860270,10000,2025-06-14,1
10748,662438,662438,10000,2025-05-14,1
10749,591190,591190,10000,2025-01-27,1
10750,318275,318275,10000,2025-05-21,1
10751,879549,879549,10000,2025-02-27,1
10752,762468,762468,10000,2025-03-14,1
10753,103753,103753,10000,2025-11-07,1
10754,578921,578921,10000,2025-01-06,1
10755,177210,177210,10000,2025-11-28,1
10756,779605,779605,10000,2025-07-07,1
10757,979152,979152,10000,2025-12-14,1
10758,896949,896949,10000,2025-06-14,1
10759,861585,861585,10000,2025-01-13,1
10760,374471,374471,10000,2025-06-21,1
10761,144303,144303,10000,2025-04-28,1
10762,42340,42340,10000,2025-01-20,1
10763,841584,841584,10000,2025-04-28,1
10764,642840,642840,10000,2025-03-07,1
10765,228559,228559,10000,2025-11-07,1
10766,722225,722225,10000,2025-09-21,1
10767,120073,120073,10000,2025-03-21,1
10768,775550,775550,10000,2025-12-21,1
10769,373402,373402,10000,2025-08-14,1
10770,446201,446201,10000,2025-05-14,1
10771,478518,478518,10000,2025-03-07,1
10772,98600,98600,10000,2025-02-13,1
10773,226725,226725,10000,2025-10-07,1
10774,693034,693034,10000,2025-01-06,1
10775,541805,541805,10000,2025-03-28,1
10776,490234,490234,10000,2025-01-13,1
10777,942215,942215,10000,2025-02-20,1
10778,634530,634530,10000,2025-04-21,1
10779,349997,349997,10000,2025-04-28,1
10780,127959,127959,10000,2025-10-28,1
10781,733827,733827,10000,2025-07-14,1
10782,800327,800327,10000,2025-07-28,1
10783,715606,715606,10000,2025-01-27,1
10784,356800,356800,10000,2025-02-06,1
10785,719457,719457,10000,2025-11-14,1
10786,785766,785766,10000,2025-04-07,1
10787,994402,994402,10000,2025-06-21,1
10788,431020,431020,10000,2025-01-06,1
10789,31659,31659,10000,2025-01-20,1
10790,640856,640856,10000,2025-08-28,1
10791,538495,538495,10000,2025-10-28,1
10792,12528,12528,10000,2025-12-28,1
10793,12613,12613,10000,2025-04-07,1
10794,648801,648801,10000,2025-09-21,1
10795,833405,833405,10000,2025-05-28,1
10796,757954,757954,10000,2025-01-27,1
10797,969873,969873,10000,2025-01-06,1
10798,531934,531934,10000,2025-10-21,1
10799,716105,716105,10000,2025-01-06,1
10800,972737,972737,10000,2025-04-28,1
10801,313789,313789,10000,2025-08-07,1
10802,557347,557347,10000,2025-05-28,1
10803,84779,84779,10000,2025-09-28,1
10804,206272,206272,10000,2025-04-14,1
10805,261949,261949,10000,2025-02-27,1
10806,956440,956440,10000,2025-10-07,1
10807,460670,460670,10000,2025-08-14,1
10808,16599,16599,10000,2025-09-14,1
10809,105724,105724,10000,2025-09-28,1
10810,126064,126064,10000,2025-12-14,1
10811,415340,415340,10000,2025-06-07,1
10812,15934,15934,10000,2025-01-13,1
10813,436948,436948,10000,2025-02-20,1
10814,159705,159705,10000,2025-04-28,1
10815,863347,863347,10000,2025-11-28,1
10816,967441,967441,10000,2025-02-20,1
10817,264367,264367,10000,2025-03-14,1
10818,354129,354129,10000,2025-11-28,1
10819,307298,307298,10000,2025-03-28,1
10820,187872,187872,10000,2025-12-07,1
10821,7422,7422,10000,2025-05-14,1
10822,277445,277445,10000,2025-05-14,1
10823,573403,573403,10000,2025-08-14,1
10824,367348,367348,10000,2025-12-14,1
10825,337922,337922,10000,2025-06-21,1
10826,889885,889885,10000,2025-11-14,1
10827,426968,426968,10000,2025-01-13,1
10828,515422,515422,10000,2025-09-21,1
10829,245692,245692,10000,2025-01-20,1
10830,271966,271966,10000,2025-03-21,1
10831,703805,703805,10000,2025-10-07,1
10832,996125,996125,10000,2025-04-28,1
10833,346414,346414,10000,2025-04-07,1
10834,472530,472530,10000,2025-12-14,1
10835,146174,146174,10000,2025-12-21,1
10836,201477,201477,10000,2025-03-07,1
10837,599875,599875,10000,2025-10-21,1
10838,179036,179036,10000,2025-10-14,1
10839,275712,275712,10000,2025-01-06,1
10840,238837,238837,10000,2025-09-14,1
10841,224843,224843,10000,2025-03-07,1
10842,998914,998914,10000,2025-07-28,1
10843,564879,564879,10000,2025-06-14,1
10844,21970,21970,10000,2025-08-07,1
10845,421271,421271,10000,2025-10-28,1
10846,687310,687310,10000,2025-02-27,1
10847,76963,76963,10000,2025-08-14,1
10848,389173,389173,10000,2025-06-14,1
10849,680402,680402,10000,2025-10-21,1
10850,521145,521145,10000,2025-03-28,1
10851,772315,772315,10000,2025-11-28,1
10852,920551,920551,10000,2025-07-28,1
10853,536701,536701,10000,2025-09-14,1
10854,324186,324186,10000,2025-12-14,1
10855,721369,721369,10000,2025-05-14,1
10856,82735,82735,10000,2025-05-07,1
10857,564019,564019,10000,2025-12-07,1
10858,357730,357730,10000,2025-06-14,1
10859,458296,458296,10000,2025-02-20,1
10860,192616,192616,10000,2025-09-07,1
10861,313750,313750,10000,2025-05-21,1
10862,17524,17524,10000,2025-07-14,1
10863,784853,784853,10000,2025-06-14,1
10864,19304,19304,10000,2025-06-21,1
10865,346219,346219,10000,2025-05-07,1
10866,951910,951910,10000,2025-03-21,1
10867,490513,490513,10000,2025-05-07,1
10868,77072,77072,10000,2025-09-14,1
10869,30744,30744,10000,2025-04-14,1
10870,239075,239075,10000,2025-02-13,1
10871,573033,573033,10000,2025-06-14,1
10872,807877,807877,10000,2025-04-07,1
10873,960411,960411,10000,2025-06-07,1
10874,416078,416078,10000,2025-02-27,1
10875,167205,167205,10000,2025-04-07,1
10876,47784,47784,10000,2025-06-21,1
10877,957630,957630,10000,2025-07-28,1
10878,666348,666348,10000,2025-11-14,1
10879,450342,450342,10000,2025-02-20,1
10880,16313,16313,10000,2025-08-07,1
10881,974164,974164,10000,2025-09-14,1
10882,159030,159030,10000,2025-03-28,1
10883,852777,852777,10000,2025-03-21,1
10884,576062,576062,10000,2025-03-28,1
10885,5118,5118,10000,2025-02-13,1
10886,424942,424942,10000,2025-07-21,1
10887,263488,263488,10000,2025-05-07,1
10888,270486,270486,10000,2025-12-07,1
10889,112306,112306,10000,2025-01-06,1
10890,503729,503729,10000,2025-08-21,1
10891,248802,248802,10000,2025-12-21,1
10892,703435,703435,10000,2025-03-21,1
10893,907572,907572,10000,2025-03-21,1
10894,586794,586794,10000,2025-12-07,1
10895,594962,594962,10000,2025-10-07,1
10896,326049,326049,10000,2025-07-21,1
10897,67552,67552,10000,2025-11-14,1
10898,630368,630368,10000,2025-12-28,1
10899,393531,393531,10000,2025-08-14,1
10900,592944,592944,10000,2025-07-14,1
10901,764524,764524,10000,2025-04-21,1
10902,481340,481340,10000,2025-07-14,1
10903,792922,792922,10000,2025-06-21,1
10904,555611,555611,10000,2025-07-21,1
10905,555791,555791,10000,2025-11-21,1
10906,808437,808437,10000,2025-01-13,1
10907,966728,966728,10000,2025-07-14,1
10908,329945,329945,10000,2025-07-21,1
10909,712844,712844,10000,2025-04-14,1
10910,589787,589787,10000,2025-10-07,1
10911,24615,24615,10000,2025-09-14,1
10912,733856,733856,10000,2025-02-20,1
10913,885575,885575,10000,2025-04-07,1
10914,849266,849266,10000,2025-08-28,1
10915,489621,489621,10000,2025-11-21,1
10916,247207,247207,10000,2025-01-27,1
10917,497497,497497,10000,2025-02-06,1
10918,55434,55434,10000,2025-07-28,1
10919,550832,550832,10000,2025-02-27,1
10920,883693,883693,10000,2025-07-14,1
10921,532144,532144,10000,2025-01-13,1
10922,102915,102915,10000,2025-11-28,1
10923,22894,22894,10000,2025-10-21,1
10924,173892,173892,10000,2025-10-14,1
10925,95058,95058,10000,2025-04-07,1
10926,573512,573512,10000,2025-07-07,1
10927,88542,88542,10000,2025-12-07,1
10928,509317,509317,10000,2025-09-21,1
10929,368937,368937,10000,2025-01-20,1
10930,34364,34364,10000,2025-08-21,1
10931,59077,59077,10000,2025-02-20,1
10932,232486,232486,10000,2025-10-28,1
10933,581718,581718,10000,2025-02-06,1
10934,509783,509783,10000,2025-11-07,1
10935,818321,818321,10000,2025-06-14,1
10936,604004,604004,10000,2025-10-21,1
10937,47156,47156,10000,2025-07-14,1
10938,713016,713016,10000,2025-07-14,1
10939,744966,744966,10000,2025-07-07,1
10940,534553,534553,10000,2025-10-21,1
10941,382673,382673,10000,2025-01-20,1
10942,467660,467660,10000,2025-04-28,1
10943,353277,353277,10000,2025-07-07,1
10944,197035,197035,10000,2025-12-21,1
10945,262798,262798,10000,2025-05-14,1
10946,975582,975582,10000,2025-08-07,1
10947,471237,471237,10000,2025-02-20,1
10948,572458,572458,10000,2025-04-07,1
10949,135869,135869,10000,2025-11-07,1
10950,139956,139956,10000,2025-02-06,1
10951,384984,384984,10000,2025-11-14,1
10952,476300,476300,10000,2025-08-07,1
10953,71261,71261,10000,2025-02-06,1
10954,495318,495318,10000,2025-08-14,1
10955,582429,582429,10000,2025-07-21,1
10956,693097,693097,10000,2025-12-21,1
10957,983573,983573,10000,2025-03-21,1
10958,610853,610853,10000,2025-06-14,1
10959,917572,917572,10000,2025-07-07,1
10960,854971,854971,10000,2025-01-06,1
10961,312983,312983,10000,2025-03-07,1
10962,892532,892532,10000,2025-06-21,1
10963,279633,279633,10000,2025-09-21,1
10964,675623,675623,10000,2025-05-07,1
10965,448805,448805,10000,2025-04-14,1
10966,866417,866417,10000,2025-12-14,1
10967,880351,880351,10000,2025-11-21,1
10968,933109,933109,10000,2025-06-21,1
10969,471509,471509,10000,2025-09-28,1
10970,968213,968213,10000,2025-09-14,1
10971,37833,37833,10000,2025-08-07,1
10972,856564,856564,10000,2025-02-06,1
10973,881283,881283,10000,2025-01-13,1
10974,64195,64195,10000,2025-07-21,1
10975,65724,65724,10000,2025-04-21,1
10976,333884,333884,10000,2025-01-13,1
10977,288107,288107,10000,2025-02-13,1
10978,594812,594812,10000,2025-04-28,1
10979,249724,249724,10000,2025-11-28,1
10980,243213,243213,10000,2025-02-13,1
10981,791625,791625,10000,2025-12-14,1
10982,667391,667391,10000,2025-02-06,1
10983,344752,344752,10000,2025-06-21,1
10984,537590,537590,10000,2025-12-14,1
10985,170554,170554,10000,2025-08-28,1
10986,518582,518582,10000,2025-05-28,1
10987,727659,727659,10000,2025-07-07,1
10988,288086,288086,10000,2025-12-21,1
10989,338773,338773,10000,2025-10-14,1
10990,264917,264917,10000,2025-10-14,1
10991,557663,557663,10000,2025-08-28,1
10992,75147,75147,10000,2025-02-27,1
10993,234359,234359,10000,2025-04-07,1
10994,885241,885241,10000,2025-03-21,1
10995,348151,348151,10000,2025-11-21,1
10996,693541,693541,10000,2025-04-07,1
10997,344722,344722,10000,2025-06-07,1
10998,94646,94646,10000,2025-12-21,1
10999,376876,376876,10000,2025-03-07,1
11000,948203,948203,10000,2025-05-21,1
11001,334363,334363,10000,2025-06-28,1
11002,969699,969699,10000,2025-01-13,1
11003,158397,158397,10000,2025-04-07,1
11004,931632,931632,10000,2025-04-07,1
11005,235510,235510,10000,2025-06-14,1
11006,106395,106395,10000,2025-07-21,1
11007,240290,240290,10000,2025-01-20,1
11008,467377,467377,10000,2025-12-28,1
11009,986742,986742,10000,2025-09-14,1
11010,73952,73952,10000,2025-03-21,1
11011,576227,576227,10000,2025-06-07,1
11012,621008,621008,10000,2025-09-28,1
11013,698160,698160,10000,2025-02-27,1
11014,242040,242040,10000,2025-06-28,1
11015,162074,162074,10000,2025-08-21,1
11016,917710,917710,10000,2025-05-14,1
11017,270523,270523,10000,2025-09-28,1
11018,930545,930545,10000,2025-09-21,1
11019,208133,208133,10000,2025-08-07,1
11020,97882,97882,10000,2025-03-14,1
11021,927102,927102,10000,2025-01-13,1
11022,649581,649581,10000,2025-02-27,1
11023,548852,548852,10000,2025-08-14,1
11024,557668,557668,10000,2025-02-20,1
11025,87649,87649,10000,2025-07-07,1
11026,286819,286819,10000,2025-07-07,1
11027,937685,937685,10000,2025-04-21,1
11028,503127,503127,10000,2025-07-28,1
11029,822359,822359,10000,2025-04-14,1
11030,681246,681246,10000,2025-02-27,1
11031,797298,797298,10000,2025-10-14,1
11032,573418,573418,10000,2025-08-21,1
11033,940970,940970,10000,2025-06-28,1
11034,948362,948362,10000,2025-12-28,1
11035,126737,126737,10000,2025-04-07,1
11036,678485,678485,10000,2025-01-06,1
11037,781011,781011,10000,2025-02-20,1
11038,922949,922949,10000,2025-07-14,1
11039,334896,334896,10000,2025-06-14,1
11040,841289,841289,10000,2025-02-13,1
11041,126109,126109,10000,2025-03-07,1
11042,431352,431352,10000,2025-04-07,1
11043,689208,689208,10000,2025-05-07,1
11044,347899,347899,10000,2025-05-28,1
11045,145287,145287,10000,2025-06-28,1
11046,258549,258549,10000,2025-06-21,1
11047,497169,497169,10000,2025-09-14,1
11048,890013,890013,10000,2025-07-14,1
11049,207659,207659,10000,2025-12-21,1
11050,470856,470856,10000,2025-10-14,1
11051,463349,463349,10000,2025-10-28,1
11052,887148,887148,10000,2025-09-28,1
11053,187512,187512,10000,2025-01-20,1
11054,223114,223114,10000,2025-10-21,1
11055,264950,264950,10000,2025-10-07,1
11056,971077,971077,10000,2025-03-07,1
11057,492621,492621,10000,2025-08-21,1
11058,350084,350084,10000,2025-06-14,1
11059,231305,231305,10000,2025-03-28,1
11060,77861,77861,10000,2025-03-28,1
11061,617934,617934,10000,2025-12-07,1
11062,131754,131754,10000,2025-03-14,1
11063,641883,641883,10000,2025-06-28,1
11064,487735,487735,10000,2025-02-27,1
11065,688402,688402,10000,2025-12-28,1
11066,908957,908957,10000,2025-10-28,1
11067,982405,982405,10000,2025-10-28,1
11068,226162,226162,10000,2025-09-07,1
11069,917916,917916,10000,2025-05-14,1
11070,59829,59829,10000,2025-12-21,1
11071,992034,992034,10000,2025-10-28,1
11072,336574,336574,10000,2025-09-21,1
11073,189835,189835,10000,2025-12-07,1
11074,316391,316391,10000,2025-09-07,1
11075,343223,343223,10000,2025-06-21,1
11076,919688,919688,10000,2025-09-21,1
11077,990485,990485,10000,2025-04-14,1
11078,102570,102570,10000,2025-02-27,1
11079,49524,49524,10000,2025-07-28,1
11080,223294,223294,10000,2025-11-21,1
11081,999078,999078,10000,2025-02-20,1
11082,909757,909757,10000,2025-04-21,1
11083,595825,595825,10000,2025-09-28,1
11084,105659,105659,10000,2025-08-07,1
11085,115947,115947,10000,2025-04-21,1
11086,141797,141797,10000,2025-02-13,1
11087,877113,877113,10000,2025-12-21,1
11088,390725,390725,10000,2025-06-21,1
11089,814814,814814,10000,2025-09-14,1
11090,178742,178742,10000,2025-07-21,1
11091,213267,213267,10000,2025-05-07,1
11092,79500,79500,10000,2025-02-06,1
11093,505785,505785,10000,2025-05-28,1
11094,112393,112393,10000,2025-12-07,1
11095,4015,4015,10000,2025-10-14,1
11096,31485,31485,10000,2025-06-21,1
11097,992936,992936,10000,2025-03-14,1
11098,333126,333126,10000,2025-05-28,1
11099,182610,182610,10000,2025-01-20,1
11100,924425,924425,10000,2025-05-21,1
11101,746867,746867,10000,2025-01-06,1
11102,874495,874495,10000,2025-01-27,1
11103,81829,81829,10000,2025-06-28,1
11104,564603,564603,10000,2025-11-07,1
11105,734293,734293,10000,2025-11-28,1
11106,34325,34325,10000,2025-08-07,1
11107,29147,29147,10000,2025-03-14,1
11108,984106,984106,10000,2025-07-14,1
11109,624948,624948,10000,2025-03-07,1
11110,404472,404472,10000,2025-10-28,1
11111,133873,133873,10000,2025-03-07,1
11112,69817,69817,10000,2025-08-07,1
11113,709311,709311,10000,2025-02-20,1
11114,649159,649159,10000,2025-04-07,1
11115,941877,941877,10000,2025-01-20,1
11116,654654,654654,10000,2025-10-21,1
11117,373596,373596,10000,2025-08-07,1
11118,6975,6975,10000,2025-02-13,1
11119,165861,165861,10000,2025-11-07,1
11120,70402,70402,10000,2025-12-21,1
11121,880569,880569,10000,2025-02-27,1
11122,158372,158372,10000,2025-04-28,1
11123,477547,477547,10000,2025-09-21,1
11124,612479,612479,10000,2025-07-21,1
11125,176561,176561,10000,2025-04-07,1
11126,925200,925200,10000,2025-03-07,1
